rank,stock_id,name,industry_category,entry_score,entry_signal,close,open,high,low,volume,volume_ratio,rsi14,adx14,atr14,macd,macd_hist,bb_pct_b,stoch_k,stoch_d,ema20,ema60,foreign_buy_streak,invest_trust_streak,dealer_buy_streak,foreign_net,invest_trust_net,dealer_net,f_score,condition_count,margin_change_5d,short_ratio,relative_strength_5d,return_5d,day_return,momentum_score,revenue_yoy,revenue_mom,entry_reason,skip_reason,limit_down_streak
24,2399,映泰,,1495.8093202280702,False,50.5,48.2,51.2,46.2,28619049,1.4963773563069818,67.45460899139974,41.74194209927144,3.0350867484148027,2.496169949833849,-0.0319125616345195,1.1236468330906824,92.55319148936168,75.6562586349816,44.29187133054633,37.86896098792192,5.0,0.0,2.0,2099315.0,0.0,758.0,-1,13,,,0.0910360456572911,0.1744186046511628,0.0654008438818565,40.1,,,"above_ema60, ema60_gt_ema120, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, foreign_buy_3d, adx_trending, stronger_than_market, obv_uptrend, bb_squeeze_breakout, mfi_strong, above_ichimoku_cloud",,
25,2305,全友,,1495.6401974291018,False,20.8,22.1,22.7,18.95,37880895,6.786436194491191,71.59521165245539,19.28482309089427,1.350973442509571,0.7532252825468362,0.4001226883322329,1.1565240564022667,72.85714285714288,88.01120448179306,17.65554185542447,16.26207071002958,0.0,0.0,8.0,-1200000.0,0.0,2087.0,-1,13,,,0.1849101239329578,0.2682926829268295,0.0072639225181598,79.7,,,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, stronger_than_market, obv_uptrend, dealer_buy_3d, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",open_high_close_low,
26,3037,欣興,,1492.9168431225469,False,1085.0,992.0,1085.0,989.0,34270461,1.0808315629566778,76.25419897414486,27.80619659530141,60.77353502523799,75.1534730276012,9.494009410076416,1.24521297497185,100.0,92.21097362829704,870.4913867978858,695.1248954204544,4.0,1.0,1.0,8680405.0,2890000.0,206128.0,-1,13,,,0.2430233089767883,0.32640586797066,0.095959595959596,40.0,,,"above_ema60, ema60_gt_ema120, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, foreign_buy_3d, adx_trending, stronger_than_market, obv_uptrend, bb_squeeze_breakout, mfi_strong, above_ichimoku_cloud",,
27,2308,台達電,,1490.5016136847107,False,2350.0,2350.0,2410.0,2290.0,12198582,1.0214305507401205,67.71910945617432,40.910159376957786,109.2004970564118,83.25030709053544,-5.5937059242981775,0.9490188121272902,88.67924528301887,80.95908009016178,2094.402947354915,1817.0962660944376,2.0,2.0,4.0,2327539.0,160900.0,78073.0,-1,13,,,0.1437714880035172,0.2271540469973889,0.0262008733624454,36.5,,,"above_ema60, ema60_gt_ema120, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, stronger_than_market, obv_uptrend, invest_trust_buy_2d, dealer_buy_3d, cci_momentum, above_ichimoku_cloud",,
28,2439,美律,,1484.7731452078688,False,92.3,88.5,93.1,88.2,10935804,4.111739964933779,67.21206085824286,23.660668124584912,2.196074430359658,0.2994852564459478,0.6018225517116809,1.1843681478872743,92.30769230769234,91.1582670203358,86.98866120848625,88.56170433213063,0.0,0.0,4.0,-540941.0,-616202.0,319818.0,-1,13,,,-4.922566053844335e-05,0.0833333333333332,0.0464852607709749,51.1,,,"above_ema60, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, obv_uptrend, dealer_buy_3d, bb_squeeze_breakout, breakout_volume_confirm, cci_momentum, mfi_strong",,
29,2360,致茂,,1482.947022860555,False,2500.0,2550.0,2590.0,2450.0,2805851,0.7559446341643233,65.2448699256185,42.07133120175402,155.0634782063215,113.90676476218688,-1.6865329360176275,0.946179978263578,85.36585365853658,80.92042902647638,2227.4024821511284,1885.8749234482125,2.0,3.0,0.0,176684.0,34433.0,-22784.0,-1,13,,,0.1331624531715785,0.2165450121654502,0.0162601626016261,36.8,,,"above_ema60, ema60_gt_ema120, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, stronger_than_market, obv_uptrend, invest_trust_buy_2d, cci_momentum, mfi_strong, above_ichimoku_cloud",open_high_close_low,
30,2351,順德,,1478.8930023703956,False,216.0,206.5,216.0,206.0,8343627,0.9321352885715266,77.00378325476284,58.41422815063806,13.046289318844485,16.851308606183522,1.0692259672903042,1.088601954688606,100.0,84.22131147540979,176.43825667578506,141.70699979579936,2.0,0.0,2.0,2878226.0,-24000.0,30849.0,-1,13,,,0.1615742133404223,0.244956772334294,0.0992366412213741,39.1,,,"macd_golden_cross, above_ema60, ema60_gt_ema120, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, hist_turn_positive, adx_trending, stronger_than_market, obv_uptrend, mfi_strong, above_ichimoku_cloud",,
31,3042,晶技,,1476.894172305143,False,203.0,209.0,212.0,182.0,50022508,3.293654804745297,75.83505184185066,25.13371799491507,13.272059806108086,12.586481134499904,3.430945265068108,1.2172640668491517,87.83783783783784,95.94594594594612,159.61158563463704,133.87124524070245,0.0,1.0,0.0,-3046895.0,7195000.0,-133445.0,-1,13,,,0.28823906262775,0.3716216216216217,0.049095607235142,79.8,,,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, stronger_than_market, obv_uptrend, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",open_high_close_low,
32,3532,台勝科,,1476.4237152818089,False,300.0,297.0,300.0,293.5,3630484,0.8258052435577211,72.55316305691964,32.989067260470065,17.77656241234396,20.622638515515376,2.526090590443001,1.009883956637408,100.0,90.16786570743412,232.3213710797782,190.7431197984388,2.0,0.0,0.0,269342.0,0.0,-4564.0,-1,13,,,0.4017659558576134,0.4851485148514851,0.098901098901099,38.9,,,"macd_golden_cross, above_ema60, ema60_gt_ema120, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, hist_turn_positive, adx_trending, stronger_than_market, obv_uptrend, mfi_strong, above_ichimoku_cloud",,
33,2301,光寶科,,1476.1884014915,False,239.5,234.0,241.5,224.0,63874418,1.4499639267253217,73.02424531689364,34.0463885836822,12.435019310774432,13.84389023592675,1.7142775175118423,0.9505859056872046,95.6043956043956,72.53479853479864,203.1679661639756,182.4693930037732,0.0,2.0,2.0,-1670020.0,2855914.0,58382.0,-1,13,,,0.0764237364056439,0.1598062953995156,0.0527472527472527,35.8,,,"above_ema60, ema60_gt_ema120, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, stronger_than_market, obv_uptrend, invest_trust_buy_2d, cci_momentum, mfi_strong, above_ichimoku_cloud",,
34,2441,超豐,,1464.715923056164,False,136.0,130.5,137.5,125.0,33284451,1.93383505885181,81.69699366167747,30.382495033699858,6.477102508353765,8.363981089202952,3.803033723876657,1.1801851137712691,96.29629629629628,98.7654320987652,105.24952310410556,95.93358514539274,0.0,1.0,0.0,-3708852.0,521000.0,-89447.0,-1,13,,,0.2499507743394615,0.3333333333333332,0.0583657587548638,55.8,,,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, stronger_than_market, obv_uptrend, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",,
35,2449,京元電子,,1462.0524078321798,False,338.5,319.5,348.5,308.0,100783059,2.353894530736979,62.58629082066806,14.723690742536377,19.019521747415496,4.133490486232688,1.586879764988307,0.879767886449451,86.11111111111111,80.84656084656065,302.5499782679706,292.36014358131314,4.0,0.0,4.0,24629053.0,-3868527.0,1152786.0,-1,13,,,0.0878977178227373,0.171280276816609,0.0678233438485804,56.2,,,"macd_golden_cross, above_ema60, ema60_gt_ema120, volume_break, rsi_strong, market_above_ma60, liquidity_ok, hist_turn_positive, foreign_buy_3d, stronger_than_market, obv_uptrend, dealer_buy_3d, above_ichimoku_cloud",,
36,3062,建漢,,1451.3468820061507,False,30.05,30.7,31.0,29.5,13974748,1.5051197288060298,58.40472759670524,20.55953045413815,1.4990429390142863,0.5311026641156111,0.3743117344637126,0.9022876688805458,67.01030927835055,84.40244368079463,28.328557637528192,27.46638183566432,5.0,0.0,3.0,475025.0,0.0,20875.0,-1,13,,,0.0073615426395221,0.0907441016333938,-0.0383999999999999,26.2,,,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, market_above_ma60, liquidity_ok, foreign_buy_3d, adx_trending, stronger_than_market, obv_uptrend, dealer_buy_3d, mfi_strong, above_ichimoku_cloud",,
37,2428,興勤,,1450.654701846944,False,256.0,243.5,257.5,233.0,3145186,1.5166226843969708,86.37827411613382,34.2005626780622,11.725259804276693,17.81741620623947,5.001574184962719,1.0453484380229208,97.32142857142856,92.41259409192146,211.7055189526216,189.33202945328387,1.0,0.0,1.0,720413.0,0.0,33196.0,-1,13,,,0.1128791232491188,0.1962616822429905,0.0534979423868313,41.6,,,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, stronger_than_market, obv_uptrend, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",,
38,4956,光鋐,,1448.0994910870586,False,49.95,53.0,53.8,48.45,10609516,1.9138177051113603,60.186768837351394,25.046048808571737,3.638635030150168,1.21537759714154,0.0429541018228922,0.7566358105572663,72.10144927536236,83.73596067463343,45.94427920934957,40.23808040726844,0.0,0.0,0.0,-1111997.0,0.0,-2000.0,-1,13,,,0.089152652273734,0.1725352112676057,-0.0089285714285713,50.1,,,"macd_golden_cross, above_ema60, ema60_gt_ema120, volume_break, rsi_strong, market_above_ma60, liquidity_ok, hist_turn_positive, adx_trending, stronger_than_market, obv_uptrend, mfi_strong, above_ichimoku_cloud","open_high_close_low, gap_chase_after_blowout",
39,4952,凌通,,1446.4218097439928,False,55.0,54.7,55.7,53.3,1944485,1.5460652891432742,67.76831734457888,34.71607941861382,2.5663923859060787,2.1697240554111943,0.3365535165511826,0.9811626372994566,84.26966292134833,86.42872879488884,50.3752673358856,46.347580907980166,1.0,0.0,0.0,36200.0,0.0,-3650.0,-1,13,,,0.0624507743394615,0.1458333333333332,0.0054844606946982,34.8,,,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, stronger_than_market, obv_uptrend, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",long_upper_shadow,
40,2453,凌群,,1432.3363634631644,False,61.6,58.2,62.2,58.2,5423106,7.473379963299434,76.10977363697246,32.9132967937774,1.6071295356492776,1.06101124319769,0.5813981918177427,1.3988228448704456,92.68292682926828,90.89430894308924,55.67534353534052,54.68722597750773,1.0,0.0,0.0,979306.0,0.0,-3000.0,-1,12,,,0.0468926703639265,0.1302752293577982,0.071304347826087,58.4,,,"above_ema60, volume_break, rsi_strong, breakout_20d, market_above_ma60, adx_trending, stronger_than_market, obv_uptrend, bb_squeeze_breakout, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",,
41,3229,晟鈦,,1407.4858253472164,False,47.9,47.0,47.9,46.5,743063,0.9257188553628368,67.16759346435246,42.954619331747885,3.365501205253273,2.754163457102038,-0.253540165102323,0.9546233415457592,100.0,66.77178196353513,39.58819748160048,32.53878955695053,3.0,0.0,3.0,219985.0,0.0,7939.0,-1,12,,,0.2527401746184015,0.3361227336122732,0.0998851894374281,40.5,,,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, foreign_buy_3d, adx_trending, stronger_than_market, obv_uptrend, dealer_buy_3d, cci_momentum, mfi_strong, above_ichimoku_cloud",,
42,2327,國巨*,,1403.443400558189,False,661.0,674.0,678.0,631.0,29457930,0.5045067098224562,83.86842715814811,53.73860143178628,35.98338019519056,85.68182371758985,25.04986939245985,0.9670250956815722,87.67967145790554,95.89322381930168,482.3576612600978,371.20464035991967,0.0,8.0,4.0,-3752033.0,124208.0,1203705.0,-1,12,,,0.2465973202817821,0.3299798792756538,-0.0434153400868306,38.2,,,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, liquidity_ok, adx_trending, stronger_than_market, obv_uptrend, invest_trust_buy_2d, dealer_buy_3d, mfi_strong, above_ichimoku_cloud",,
43,2472,立隆電,,1397.7918979064546,False,307.0,280.5,307.0,266.0,15044620,1.2479803484873857,82.59960212586454,56.3227641140714,18.139534068200504,29.8089751715722,6.078408773401215,1.0773921162228235,100.0,90.418206856563,232.06874218306447,182.59298806219613,1.0,3.0,2.0,1408408.0,146000.0,27119.0,-1,12,,,0.2398933030750938,0.3232758620689655,0.0983899821109124,43.8,,,"above_ema60, ema60_gt_ema120, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, stronger_than_market, obv_uptrend, invest_trust_buy_2d, mfi_strong, above_ichimoku_cloud",,
44,3622,洋華,,1382.1835235326157,False,58.5,56.6,58.6,56.6,1229568,2.694836654151364,61.839541117876216,20.440326014333746,1.5244921734914292,-0.1193758503048627,0.3552696735237214,1.0735462859807667,98.4375,85.33464093184436,55.739692474182085,57.24455363722348,4.0,0.0,1.0,202000.0,0.0,4994.0,-1,12,,,-0.0020516902323191,0.0813308687615526,0.0353982300884956,45.0,,,"above_ema60, volume_break, rsi_strong, breakout_20d, market_above_ma60, foreign_buy_3d, adx_trending, obv_uptrend, bb_squeeze_breakout, breakout_volume_confirm, cci_momentum, mfi_strong",,
45,3168,眾福科,,1373.193276534018,False,52.1,50.8,52.3,49.4,461083,4.4813873666091775,74.47838113406223,30.552664341449287,1.588518107526915,1.253183101824419,0.574792365513376,1.3201124971390903,97.6744186046512,90.5581395348836,45.88172681359326,43.99472018460206,0.0,0.0,0.0,-34000.0,0.0,-1000.0,-1,12,,,0.0782673852647681,0.1616499442586398,0.0451354062186559,63.8,,,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, adx_trending, stronger_than_market, obv_uptrend, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",,
46,3617,碩天,,1362.8987540023586,False,206.5,207.5,209.0,203.5,335762,1.0433033890845005,64.99207207647095,20.963550478985773,5.763934992539121,3.862126970116151,0.8684667102360599,1.02585961635346,89.36170212765957,91.71932395168794,194.8334347095692,190.6138414201476,4.0,0.0,0.0,18020.0,0.0,-439.0,-1,12,,,0.0150216963252771,0.0984042553191488,0.0048661800486617,14.8,,,"above_ema60, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, foreign_buy_3d, adx_trending, stronger_than_market, obv_uptrend, bb_squeeze_breakout, mfi_strong, above_ichimoku_cloud",,
47,2495,普安,,1362.669854468368,False,46.05,46.5,47.9,44.7,17553438,2.016665782130773,66.9925738432872,22.03026373525865,2.4619906388929027,1.2102459253403095,0.8831233456211081,0.9772803367848286,86.03773584905659,92.43230703145916,40.101447589613294,37.57939608050045,5.0,0.0,0.0,1233449.0,0.0,-80405.0,-1,12,,,0.2047293291180163,0.288111888111888,-0.0021668472372697,58.4,,,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, market_above_ma60, liquidity_ok, foreign_buy_3d, adx_trending, stronger_than_market, obv_uptrend, mfi_strong, above_ichimoku_cloud",long_upper_shadow,
48,3305,昇貿,,1359.5086362508605,False,163.5,162.5,166.0,157.0,17035367,1.3442082156472897,79.9558865763727,35.92654912420921,8.87072831463081,11.090435933772,3.727181851650024,1.035747698065472,93.90243902439023,93.9873801723091,133.13482360167308,119.92826059860144,5.0,0.0,0.0,487643.0,0.0,-231355.0,-1,12,,,0.1014000497017804,0.1847826086956521,0.0186915887850467,37.7,,,"above_ema60, ema60_gt_ema120, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, foreign_buy_3d, adx_trending, stronger_than_market, obv_uptrend, mfi_strong, above_ichimoku_cloud",long_upper_shadow,
49,2357,華碩,,1358.8273352024885,False,699.0,711.0,717.0,694.0,4568619,0.8091862860374306,67.15007007865212,30.195223568604177,22.62958021487179,25.17094943304346,3.732347724493256,0.8649902929270966,81.05263157894737,85.71287373362975,648.7345573396404,606.9454518888574,0.0,3.0,7.0,-539090.0,481497.0,7467.0,-1,12,,,0.0054024877351002,0.0887850467289719,-0.0141043723554301,13.2,,,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, liquidity_ok, adx_trending, stronger_than_market, obv_uptrend, invest_trust_buy_2d, dealer_buy_3d, mfi_strong, above_ichimoku_cloud",,
50,3135,凌航,,1357.553460443731,False,225.0,219.0,225.5,219.0,2615871,0.3514097566073229,72.00356296604244,42.696767713215095,14.258324280005302,20.58909916336017,0.7206031272274558,0.8437666841275547,73.94957983193277,59.94397759103655,188.72692544036195,151.84536343207333,6.0,0.0,0.0,447003.0,0.0,-11519.0,-1,12,,,0.1134259516444262,0.1968085106382979,0.053864168618267,34.0,,,"above_ema60, ema60_gt_ema120, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, foreign_buy_3d, adx_trending, stronger_than_market, obv_uptrend, mfi_strong, above_ichimoku_cloud",,